year,round,driverId,points,position,positionText,Wins
2020,3,sainz,15,9,9,0
2020,3,vettel,9,10,10,0
2020,3,ricciardo,8,11,11,0
2020,3,gasly,6,12,12,0
2020,3,ocon,4,13,13,0
2020,3,giovinazzi,2,14,14,0
2020,3,kvyat,1,15,15,0
2020,3,kevin_magnussen,1,16,16,0
2020,3,raikkonen,0,17,17,0
2020,3,latifi,0,18,18,0
2020,3,grosjean,0,19,19,0
2020,3,russell,0,20,20,0
2021,3,hamilton,69,1,1,2
2021,3,max_verstappen,61,2,2,1
2021,3,norris,37,3,3,0
2021,3,bottas,32,4,4,0
2021,3,leclerc,28,5,5,0
2021,3,perez,22,6,6,0
2021,3,ricciardo,16,7,7,0
2021,3,sainz,14,8,8,0
2021,3,ocon,8,9,9,0
2021,3,gasly,7,10,10,0
2021,3,stroll,5,11,11,0
2021,3,alonso,5,12,12,0
2021,3,tsunoda,2,13,13,0
2021,3,raikkonen,0,14,14,0
2021,3,giovinazzi,0,15,15,0
2021,3,vettel,0,16,16,0
2021,3,russell,0,17,17,0
2021,3,mick_schumacher,0,18,18,0
2021,3,mazepin,0,19,19,0
2021,3,latifi,0,20,20,0
2022,3,leclerc,71,1,1,2
2022,3,russell,37,2,2,0
2022,3,sainz,33,3,3,0
2022,3,perez,30,4,4,0
2022,3,hamilton,28,5,5,0
2022,3,max_verstappen,25,6,6,1
2022,3,ocon,20,7,7,0
2022,3,norris,16,8,8,0
2022,3,kevin_magnussen,12,9,9,0
2022,3,bottas,12,10,10,0
2022,3,ricciardo,8,11,11,0
2022,3,gasly,6,12,12,0
2022,3,tsunoda,4,13,13,0
2022,3,alonso,2,14,14,0
2022,3,zhou,1,15,15,0
2022,3,albon,1,16,16,0
2022,3,mick_schumacher,0,17,17,0
2022,3,stroll,0,18,18,0
2022,3,hulkenberg,0,19,19,0
2022,3,latifi,0,20,20,0
2022,3,vettel,0,21,21,0
2010,4,button,60,1,1,2
2010,4,rosberg,50,2,2,0
2010,4,alonso,49,3,3,1
2010,4,hamilton,49,4,4,0
2010,4,vettel,45,5,5,1
2010,4,massa,41,6,6,0
2010,4,kubica,40,7,7,0
2010,4,webber,28,8,8,0
2010,4,sutil,10,9,9,0
2010,4,michael_schumacher,10,10,10,0
2010,4,liuzzi,8,11,11,0
2010,4,petrov,6,12,12,0
2010,4,barrichello,5,13,13,0
2010,4,alguersuari,2,14,14,0
2010,4,hulkenberg,1,15,15,0
2010,4,buemi,0,16,16,0
2010,4,rosa,0,17,17,0
2010,4,kovalainen,0,18,18,0
2010,4,chandhok,0,19,19,0
2010,4,grassi,0,20,20,0
2010,4,bruno_senna,0,21,21,0
2010,4,trulli,0,22,22,0
2010,4,glock,0,23,23,0
2010,4,kobayashi,0,24,24,0
2011,4,vettel,93,1,1,3
2011,4,hamilton,59,2,2,1
2011,4,webber,55,3,3,0
2011,4,button,46,4,4,0
2011,4,alonso,41,5,5,0
2011,4,massa,24,6,6,0
2011,4,heidfeld,21,7,7,0
2011,4,petrov,21,8,8,0
2011,4,rosberg,20,9,9,0
2011,4,kobayashi,8,10,10,0
2011,4,michael_schumacher,6,11,11,0
2011,4,buemi,6,12,12,0
2011,4,sutil,2,13,13,0
2011,4,resta,2,14,14,0
2011,4,alguersuari,0,15,15,0
2011,4,barrichello,0,16,16,0
2011,4,trulli,0,17,17,0
2011,4,perez,0,18,18,0
2011,4,ambrosio,0,19,19,0
2011,4,kovalainen,0,20,20,0
2011,4,glock,0,21,21,0
2011,4,maldonado,0,22,22,0
2011,4,karthikeyan,0,23,23,0
2011,4,liuzzi,0,24,24,0
2012,4,vettel,53,1,1,1
2012,4,hamilton,49,2,2,0
2012,4,webber,48,3,3,0
2012,4,button,43,4,4,1
2012,4,alonso,43,5,5,1
2012,4,rosberg,35,6,6,1
2012,4,raikkonen,34,7,7,0
2012,4,grosjean,23,8,8,0
2012,4,perez,22,9,9,0
2012,4,resta,15,10,10,0
2012,4,bruno_senna,14,11,11,0
2012,4,kobayashi,9,12,12,0
2012,4,vergne,4,13,13,0
2012,4,maldonado,4,14,14,0
2012,4,ricciardo,2,15,15,0
2012,4,hulkenberg,2,16,16,0
2012,4,massa,2,17,17,0
2012,4,michael_schumacher,2,18,18,0
2012,4,glock,0,19,19,0
2012,4,pic,0,20,20,0
2012,4,petrov,0,21,21,0
2012,4,kovalainen,0,22,22,0
2012,4,rosa,0,23,23,0
2012,4,karthikeyan,0,24,24,0
2013,4,vettel,77,1,1,2
2013,4,raikkonen,67,2,2,1
2013,4,hamilton,50,3,3,0
2013,4,alonso,47,4,4,1
2013,4,webber,32,5,5,0
2013,4,massa,30,6,6,0
2013,4,grosjean,26,7,7,0
2013,4,resta,20,8,8,0
2013,4,rosberg,14,9,9,0
2013,4,button,13,10,10,0
2013,4,perez,10,11,11,0
2013,4,sutil,6,12,12,0
2013,4,ricciardo,6,13,13,0
2013,4,hulkenberg,5,14,14,0
2013,4,vergne,1,15,15,0
2013,4,bottas,0,16,16,0
2013,4,maldonado,0,17,17,0
2013,4,gutierrez,0,18,18,0
2013,4,jules_bianchi,0,19,19,0
2013,4,pic,0,20,20,0
2013,4,garde,0,21,21,0
2013,4,chilton,0,22,22,0
2014,4,rosberg,79,1,1,1
2014,4,hamilton,75,2,2,3
2014,4,alonso,41,3,3,0
2014,4,hulkenberg,36,4,4,0
2014,4,vettel,33,5,5,0
2014,4,ricciardo,24,6,6,0
2014,4,bottas,24,7,7,0
2014,4,button,23,8,8,0
2014,4,kevin_magnussen,20,9,9,0
2014,4,perez,18,10,10,0
2014,4,massa,12,11,11,0
2014,4,raikkonen,11,12,12,0
2014,4,vergne,4,13,13,0
2014,4,kvyat,4,14,14,0
2014,4,grosjean,0,15,15,0
2014,4,sutil,0,16,16,0
2014,4,gutierrez,0,17,17,0
2014,4,chilton,0,18,18,0
2014,4,kobayashi,0,19,19,0
2014,4,maldonado,0,20,20,0
2014,4,ericsson,0,21,21,0
2014,4,jules_bianchi,0,22,22,0
2015,4,hamilton,93,1,1,3
2015,4,rosberg,66,2,2,0
2015,4,vettel,65,3,3,1
2015,4,raikkonen,42,4,4,0
2015,4,massa,31,5,5,0
2015,4,bottas,30,6,6,0
2015,4,ricciardo,19,7,7,0
2015,4,nasr,14,8,8,0
2015,4,grosjean,12,9,9,0
2015,4,hulkenberg,6,10,10,0
2015,4,max_verstappen,6,11,11,0
2015,4,sainz,6,12,12,0
2015,4,perez,5,13,13,0
2015,4,ericsson,5,14,14,0
2015,4,kvyat,4,15,15,0
2015,4,alonso,0,16,16,0
2015,4,button,0,17,17,0
2015,4,merhi,0,18,18,0
2015,4,stevens,0,19,19,0
2015,4,maldonado,0,20,20,0
2015,4,kevin_magnussen,0,21,21,0
2016,4,rosberg,100,1,1,4
2016,4,hamilton,57,2,2,0
2016,4,raikkonen,43,3,3,0
2016,4,ricciardo,36,4,4,0
2016,4,vettel,33,5,5,0
2016,4,massa,32,6,6,0
2016,4,grosjean,22,7,7,0
2016,4,kvyat,21,8,8,0
2016,4,bottas,19,9,9,0
2016,4,max_verstappen,13,10,10,0
2016,4,alonso,8,11,11,0
2016,4,kevin_magnussen,6,12,12,0
2016,4,hulkenberg,6,13,13,0
2016,4,sainz,4,14,14,0
2016,4,perez,2,15,15,0
2016,4,button,1,16,16,0
2016,4,vandoorne,1,17,17,0
2016,4,jolyon_palmer,0,18,18,0
2016,4,ericsson,0,19,19,0
2016,4,wehrlein,0,20,20,0
2016,4,nasr,0,21,21,0
2016,4,gutierrez,0,22,22,0
2016,4,haryanto,0,23,23,0
2017,4,vettel,86,1,1,2
2017,4,hamilton,73,2,2,1
2017,4,bottas,63,3,3,1
2017,4,raikkonen,49,4,4,0
2017,4,max_verstappen,35,5,5,0
2017,4,ricciardo,22,6,6,0
2017,4,perez,22,7,7,0
2017,4,massa,18,8,8,0
2017,4,sainz,11,9,9,0
2017,4,ocon,9,10,10,0
2017,4,hulkenberg,6,11,11,0
2017,4,grosjean,4,12,12,0
2017,4,kevin_magnussen,4,13,13,0
2017,4,kvyat,2,14,14,0
2017,4,wehrlein,0,15,15,0
2017,4,stroll,0,16,16,0
2017,4,giovinazzi,0,17,17,0
2017,4,jolyon_palmer,0,18,18,0
2017,4,vandoorne,0,19,19,0
2017,4,alonso,0,20,20,0
2017,4,ericsson,0,21,21,0
2018,4,hamilton,70,1,1,1
2018,4,vettel,66,2,2,2
2018,4,raikkonen,48,3,3,0
2018,4,bottas,40,4,4,0
2018,4,ricciardo,37,5,5,1
2018,4,alonso,28,6,6,0
2018,4,hulkenberg,22,7,7,0
2018,4,max_verstappen,18,8,8,0
2018,4,perez,15,9,9,0
2018,4,sainz,13,10,10,0
2018,4,gasly,12,11,11,0
2018,4,kevin_magnussen,11,12,12,0
2018,4,leclerc,8,13,13,0
2018,4,vandoorne,8,14,14,0
2018,4,stroll,4,15,15,0
2018,4,ericsson,2,16,16,0
2018,4,ocon,1,17,17,0
2018,4,brendon_hartley,1,18,18,0
2018,4,grosjean,0,19,19,0
2018,4,sirotkin,0,20,20,0
2019,4,bottas,87,1,1,2
2019,4,hamilton,86,2,2,2
2019,4,vettel,52,3,3,0
2019,4,max_verstappen,51,4,4,0
2019,4,leclerc,47,5,5,0
2019,4,perez,13,6,6,0
2019,4,gasly,13,7,7,0
2019,4,raikkonen,13,8,8,0
2019,4,norris,12,9,9,0
2019,4,kevin_magnussen,8,10,10,0
2019,4,hulkenberg,6,11,11,0
2019,4,sainz,6,12,12,0
2019,4,ricciardo,6,13,13,0
2019,4,stroll,4,14,14,0
2019,4,albon,3,15,15,0
2019,4,kvyat,1,16,16,0
2019,4,giovinazzi,0,17,17,0
2019,4,grosjean,0,18,18,0
2019,4,russell,0,19,19,0
2019,4,kubica,0,20,20,0
2020,4,hamilton,88,1,1,3
2020,4,bottas,58,2,2,1
2020,4,max_verstappen,52,3,3,0
2020,4,norris,36,4,4,0
2020,4,leclerc,33,5,5,0
2020,4,albon,26,6,6,0
2020,4,perez,22,7,7,0
2020,4,stroll,20,8,8,0
2020,4,ricciardo,20,9,9,0
2020,4,sainz,15,10,10,0
2020,4,ocon,12,11,11,0
2020,4,gasly,12,12,12,0
2020,4,vettel,10,13,13,0
2020,4,giovinazzi,2,14,14,0
2020,4,kvyat,1,15,15,0
2020,4,kevin_magnussen,1,16,16,0
2020,4,latifi,0,17,17,0
2020,4,raikkonen,0,18,18,0
2020,4,russell,0,19,19,0
2020,4,grosjean,0,20,20,0
2020,4,hulkenberg,0,21,21,0
2021,4,hamilton,94,1,1,3
2021,4,max_verstappen,80,2,2,1
2021,4,bottas,47,3,3,0
2021,4,norris,41,4,4,0
2021,4,leclerc,40,5,5,0
2021,4,perez,32,6,6,0
2021,4,ricciardo,24,7,7,0
2021,4,sainz,20,8,8,0
2021,4,ocon,10,9,9,0
2021,4,gasly,8,10,10,0
2021,4,stroll,5,11,11,0
2021,4,alonso,5,12,12,0
2021,4,tsunoda,2,13,13,0
2021,4,raikkonen,0,14,14,0
2021,4,giovinazzi,0,15,15,0
2021,4,vettel,0,16,16,0
2021,4,russell,0,17,17,0
2021,4,mick_schumacher,0,18,18,0
2021,4,latifi,0,19,19,0
2021,4,mazepin,0,20,20,0
2022,4,leclerc,86,1,1,2
2022,4,max_verstappen,59,2,2,2
2022,4,perez,54,3,3,0
2022,4,russell,49,4,4,0
2022,4,sainz,38,5,5,0
2022,4,norris,35,6,6,0
2022,4,hamilton,28,7,7,0
2022,4,bottas,24,8,8,0
2022,4,ocon,20,9,9,0
2022,4,kevin_magnussen,15,10,10,0
2022,4,ricciardo,11,11,11,0
2022,4,tsunoda,10,12,12,0
2022,4,gasly,6,13,13,0
2022,4,vettel,4,14,14,0
2022,4,alonso,2,15,15,0
2022,4,zhou,1,16,16,0
2022,4,albon,1,17,17,0
2022,4,stroll,1,18,18,0
2022,4,mick_schumacher,0,19,19,0
2022,4,hulkenberg,0,20,20,0
2022,4,latifi,0,21,21,0
2010,5,button,70,1,1,2
2010,5,alonso,67,2,2,1
2010,5,vettel,60,3,3,1
2010,5,webber,53,4,4,1
2010,5,rosberg,50,5,5,0
2010,5,hamilton,49,6,6,0
2010,5,massa,49,7,7,0
2010,5,kubica,44,8,8,0
2010,5,michael_schumacher,22,9,9,0
2010,5,sutil,16,10,10,0
2010,5,liuzzi,8,11,11,0
2010,5,barrichello,7,12,12,0
2010,5,petrov,6,13,13,0
2010,5,alguersuari,3,14,14,0
2010,5,hulkenberg,1,15,15,0
2010,5,buemi,0,16,16,0
2010,5,rosa,0,17,17,0
2010,5,kobayashi,0,18,18,0
2010,5,kovalainen,0,19,19,0
2010,5,chandhok,0,20,20,0
2010,5,grassi,0,21,21,0
2010,5,bruno_senna,0,22,22,0
2010,5,trulli,0,23,23,0
2010,5,glock,0,24,24,0
2011,5,vettel,118,1,1,4
2011,5,hamilton,77,2,2,1
2011,5,webber,67,3,3,0
2011,5,button,61,4,4,0
2011,5,alonso,51,5,5,0
2011,5,rosberg,26,6,6,0
2011,5,heidfeld,25,7,7,0
2011,5,massa,24,8,8,0
2011,5,petrov,21,9,9,0
2011,5,michael_schumacher,14,10,10,0
2011,5,kobayashi,9,11,11,0
2011,5,buemi,6,12,12,0
2011,5,sutil,2,13,13,0
2011,5,perez,2,14,14,0
2011,5,resta,2,15,15,0
2011,5,alguersuari,0,16,16,0
2011,5,barrichello,0,17,17,0
2011,5,trulli,0,18,18,0
2011,5,ambrosio,0,19,19,0
2011,5,kovalainen,0,20,20,0
2011,5,maldonado,0,21,21,0
2011,5,glock,0,22,22,0
2011,5,karthikeyan,0,23,23,0
2011,5,liuzzi,0,24,24,0
2012,5,vettel,61,1,1,1
2012,5,alonso,61,2,2,1
2012,5,hamilton,53,3,3,0
2012,5,raikkonen,49,4,4,0
2012,5,webber,48,5,5,0
2012,5,button,45,6,6,1
2012,5,rosberg,41,7,7,1
2012,5,grosjean,35,8,8,0
2012,5,maldonado,29,9,9,1
2012,5,perez,22,10,10,0
2012,5,kobayashi,19,11,11,0
2012,5,resta,15,12,12,0
2012,5,bruno_senna,14,13,13,0
2012,5,vergne,4,14,14,0
2012,5,hulkenberg,3,15,15,0
2012,5,ricciardo,2,16,16,0
2012,5,massa,2,17,17,0
2012,5,michael_schumacher,2,18,18,0
2012,5,glock,0,19,19,0
2012,5,pic,0,20,20,0
2012,5,petrov,0,21,21,0
2012,5,kovalainen,0,22,22,0
2012,5,rosa,0,23,23,0
2012,5,karthikeyan,0,24,24,0
2013,5,vettel,89,1,1,2
2013,5,raikkonen,85,2,2,1
2013,5,alonso,72,3,3,2
2013,5,hamilton,50,4,4,0
2013,5,massa,45,5,5,0
2013,5,webber,42,6,6,0
2013,5,grosjean,26,7,7,0
2013,5,resta,26,8,8,0
2013,5,rosberg,22,9,9,0
2013,5,button,17,10,10,0
2013,5,perez,12,11,11,0
2013,5,ricciardo,7,12,12,0
2013,5,sutil,6,13,13,0
2013,5,hulkenberg,5,14,14,0
2013,5,vergne,1,15,15,0
2013,5,gutierrez,0,16,16,0
2013,5,bottas,0,17,17,0
2013,5,maldonado,0,18,18,0
2013,5,jules_bianchi,0,19,19,0
2013,5,pic,0,20,20,0
2013,5,garde,0,21,21,0
2013,5,chilton,0,22,22,0
2014,5,hamilton,100,1,1,4
2014,5,rosberg,97,2,2,1
2014,5,alonso,49,3,3,0
2014,5,vettel,45,4,4,0
2014,5,ricciardo,39,5,5,0
2014,5,hulkenberg,37,6,6,0
2014,5,bottas,34,7,7,0
2014,5,button,23,8,8,0
2014,5,kevin_magnussen,20,9,9,0
2014,5,perez,20,10,10,0
2014,5,raikkonen,17,11,11,0
2014,5,massa,12,12,12,0
2014,5,grosjean,4,13,13,0
2014,5,vergne,4,14,14,0
2014,5,kvyat,4,15,15,0
2014,5,sutil,0,16,16,0
2014,5,gutierrez,0,17,17,0
2014,5,chilton,0,18,18,0
2014,5,kobayashi,0,19,19,0
2014,5,maldonado,0,20,20,0
2014,5,ericsson,0,21,21,0
2014,5,jules_bianchi,0,22,22,0
2015,5,hamilton,111,1,1,3
2015,5,rosberg,91,2,2,1
2015,5,vettel,80,3,3,1
2015,5,raikkonen,52,4,4,0
2015,5,bottas,42,5,5,0
2015,5,massa,39,6,6,0
2015,5,ricciardo,25,7,7,0
2015,5,grosjean,16,8,8,0
2015,5,nasr,14,9,9,0
2015,5,sainz,8,10,10,0
2015,5,max_verstappen,6,11,11,0
2015,5,hulkenberg,6,12,12,0
2015,5,perez,5,13,13,0
2015,5,ericsson,5,14,14,0
2015,5,kvyat,5,15,15,0
2015,5,alonso,0,16,16,0
2015,5,button,0,17,17,0
2015,5,merhi,0,18,18,0
2015,5,stevens,0,19,19,0
2015,5,maldonado,0,20,20,0
2015,5,kevin_magnussen,0,21,21,0
2016,5,rosberg,100,1,1,4
2016,5,raikkonen,61,2,2,0
2016,5,hamilton,57,3,3,0
2016,5,vettel,48,4,4,0
2016,5,ricciardo,48,5,5,0
2016,5,max_verstappen,38,6,6,1
2016,5,massa,36,7,7,0
2016,5,bottas,29,8,8,0
2016,5,kvyat,22,9,9,0
2016,5,grosjean,22,10,10,0
2016,5,sainz,12,11,11,0
2016,5,alonso,8,12,12,0
2016,5,perez,8,13,13,0
2016,5,kevin_magnussen,6,14,14,0
2016,5,hulkenberg,6,15,15,0
2016,5,button,3,16,16,0
2016,5,vandoorne,1,17,17,0
2016,5,jolyon_palmer,0,18,18,0
2016,5,gutierrez,0,19,19,0
2016,5,ericsson,0,20,20,0
2016,5,wehrlein,0,21,21,0
2016,5,nasr,0,22,22,0
2016,5,haryanto,0,23,23,0
2017,5,vettel,104,1,1,2
2017,5,hamilton,98,2,2,2
2017,5,bottas,63,3,3,1
2017,5,raikkonen,49,4,4,0
2017,5,ricciardo,37,5,5,0
2017,5,max_verstappen,35,6,6,0
2017,5,perez,34,7,7,0
2017,5,ocon,19,8,8,0
2017,5,massa,18,9,9,0
2017,5,sainz,17,10,10,0
2017,5,hulkenberg,14,11,11,0
2017,5,grosjean,5,12,12,0
2017,5,wehrlein,4,13,13,0
2017,5,kevin_magnussen,4,14,14,0
2017,5,kvyat,4,15,15,0
2017,5,ericsson,0,16,16,0
2017,5,stroll,0,17,17,0
2017,5,alonso,0,18,18,0
2017,5,giovinazzi,0,19,19,0
2017,5,jolyon_palmer,0,20,20,0
2017,5,vandoorne,0,21,21,0
2018,5,hamilton,95,1,1,2
2018,5,vettel,78,2,2,2
2018,5,bottas,58,3,3,0
2018,5,raikkonen,48,4,4,0
2018,5,ricciardo,47,5,5,1
2018,5,max_verstappen,33,6,6,0
2018,5,alonso,32,7,7,0
2018,5,hulkenberg,22,8,8,0
2018,5,kevin_magnussen,19,9,9,0
2018,5,sainz,19,10,10,0
2018,5,perez,17,11,11,0
2018,5,gasly,12,12,12,0
2018,5,leclerc,9,13,13,0
2018,5,vandoorne,8,14,14,0
2018,5,stroll,4,15,15,0
2018,5,ericsson,2,16,16,0
2018,5,ocon,1,17,17,0
2018,5,brendon_hartley,1,18,18,0
2018,5,grosjean,0,19,19,0
2018,5,sirotkin,0,20,20,0
2019,5,hamilton,112,1,1,3
2019,5,bottas,105,2,2,2
2019,5,max_verstappen,66,3,3,0
2019,5,vettel,64,4,4,0
2019,5,leclerc,57,5,5,0
2019,5,gasly,21,6,6,0
2019,5,kevin_magnussen,14,7,7,0
2019,5,perez,13,8,8,0
2019,5,raikkonen,13,9,9,0
2019,5,norris,12,10,10,0
2019,5,sainz,10,11,11,0
2019,5,ricciardo,6,12,12,0
2019,5,hulkenberg,6,13,13,0
2019,5,stroll,4,14,14,0
2019,5,albon,3,15,15,0
2019,5,kvyat,3,16,16,0
2019,5,grosjean,1,17,17,0
2019,5,giovinazzi,0,18,18,0
2019,5,russell,0,19,19,0
2019,5,kubica,0,20,20,0
2020,5,hamilton,107,1,1,3
2020,5,max_verstappen,77,2,2,1
2020,5,bottas,73,3,3,1
2020,5,leclerc,45,4,4,0
2020,5,norris,38,5,5,0
2020,5,albon,36,6,6,0
2020,5,stroll,28,7,7,0
2020,5,perez,22,8,8,0
2020,5,ricciardo,20,9,9,0
2020,5,ocon,16,10,10,0
2020,5,sainz,15,11,11,0
2020,5,gasly,12,12,12,0
2020,5,vettel,10,13,13,0
2020,5,hulkenberg,6,14,14,0
2020,5,giovinazzi,2,15,15,0
2020,5,kvyat,2,16,16,0
2020,5,kevin_magnussen,1,17,17,0
2020,5,raikkonen,0,18,18,0
2020,5,latifi,0,19,19,0
2020,5,russell,0,20,20,0
2020,5,grosjean,0,21,21,0
2021,5,max_verstappen,105,1,1,2
2021,5,hamilton,101,2,2,3
2021,5,norris,56,3,3,0
2021,5,bottas,47,4,4,0
2021,5,perez,44,5,5,0
2021,5,leclerc,40,6,6,0
2021,5,sainz,38,7,7,0
2021,5,ricciardo,24,8,8,0
2021,5,gasly,16,9,9,0
2021,5,ocon,12,10,10,0
2021,5,vettel,10,11,11,0
2021,5,stroll,9,12,12,0
2021,5,alonso,5,13,13,0
2021,5,tsunoda,2,14,14,0
2021,5,giovinazzi,1,15,15,0
2021,5,raikkonen,0,16,16,0
2021,5,russell,0,17,17,0
2021,5,latifi,0,18,18,0
2021,5,mick_schumacher,0,19,19,0
2021,5,mazepin,0,20,20,0
2022,5,leclerc,104,1,1,2
2022,5,max_verstappen,85,2,2,3
2022,5,perez,66,3,3,0
2022,5,russell,59,4,4,0
2022,5,sainz,53,5,5,0
2022,5,hamilton,36,6,6,0
2022,5,norris,35,7,7,0
2022,5,bottas,30,8,8,0
2022,5,ocon,24,9,9,0
2022,5,kevin_magnussen,15,10,10,0
2022,5,ricciardo,11,11,11,0
2022,5,tsunoda,10,12,12,0
2022,5,gasly,6,13,13,0
2022,5,vettel,4,14,14,0
2022,5,albon,3,15,15,0
2022,5,alonso,2,16,16,0
2022,5,stroll,2,17,17,0
2022,5,zhou,1,18,18,0
2022,5,mick_schumacher,0,19,19,0
2022,5,hulkenberg,0,20,20,0
2022,5,latifi,0,21,21,0
2010,6,webber,78,1,1,2
2010,6,vettel,78,2,2,1
2010,6,alonso,75,3,3,1
2010,6,button,70,4,4,2
2010,6,massa,61,5,5,0
2010,6,kubica,59,6,6,0
2010,6,hamilton,59,7,7,0
2010,6,rosberg,56,8,8,0
2010,6,michael_schumacher,22,9,9,0
2010,6,sutil,20,10,10,0
2010,6,liuzzi,10,11,11,0
2010,6,barrichello,7,12,12,0
2010,6,petrov,6,13,13,0
2010,6,alguersuari,3,14,14,0
2010,6,buemi,1,15,15,0
2010,6,hulkenberg,1,16,16,0
2010,6,rosa,0,17,17,0
2010,6,kobayashi,0,18,18,0
2010,6,kovalainen,0,19,19,0
2010,6,chandhok,0,20,20,0
2010,6,grassi,0,21,21,0
2010,6,trulli,0,22,22,0
2010,6,bruno_senna,0,23,23,0
2010,6,glock,0,24,24,0
2011,6,vettel,143,1,1,5
2011,6,hamilton,85,2,2,1
2011,6,webber,79,3,3,0
2011,6,button,76,4,4,0
2011,6,alonso,69,5,5,0
2011,6,heidfeld,29,6,6,0
2011,6,rosberg,26,7,7,0
2011,6,massa,24,8,8,0
2011,6,petrov,21,9,9,0
2011,6,kobayashi,19,10,10,0
2011,6,michael_schumacher,14,11,11,0
2011,6,sutil,8,12,12,0
2011,6,buemi,7,13,13,0
2011,6,barrichello,2,14,14,0
2011,6,perez,2,15,15,0
2011,6,resta,2,16,16,0
2011,6,alguersuari,0,17,17,0
2011,6,trulli,0,18,18,0
2011,6,kovalainen,0,19,19,0
2011,6,ambrosio,0,20,20,0
2011,6,maldonado,0,21,21,0
2011,6,glock,0,22,22,0
2011,6,liuzzi,0,23,23,0
2011,6,karthikeyan,0,24,24,0
2012,6,alonso,76,1,1,1
2012,6,vettel,73,2,2,1
2012,6,webber,73,3,3,1
2012,6,hamilton,63,4,4,0
2012,6,rosberg,59,5,5,1
2012,6,raikkonen,51,6,6,0
2012,6,button,45,7,7,1
2012,6,grosjean,35,8,8,0
2012,6,maldonado,29,9,9,1
2012,6,perez,22,10,10,0
2012,6,resta,21,11,11,0
2012,6,kobayashi,19,12,12,0
2012,6,bruno_senna,15,13,13,0
2012,6,massa,10,14,14,0
2012,6,hulkenberg,7,15,15,0
2012,6,vergne,4,16,16,0
2012,6,ricciardo,2,17,17,0
2012,6,michael_schumacher,2,18,18,0
2012,6,kovalainen,0,19,19,0
2012,6,glock,0,20,20,0
2012,6,pic,0,21,21,0
2012,6,karthikeyan,0,22,22,0
2012,6,petrov,0,23,23,0
2012,6,rosa,0,24,24,0
2013,6,vettel,107,1,1,2
2013,6,raikkonen,86,2,2,1
2013,6,alonso,78,3,3,2
2013,6,hamilton,62,4,4,0
2013,6,webber,57,5,5,0
2013,6,rosberg,47,6,6,1
2013,6,massa,45,7,7,0
2013,6,resta,28,8,8,0
2013,6,grosjean,26,9,9,0
2013,6,button,25,10,10,0
2013,6,sutil,16,11,11,0
2013,6,perez,12,12,12,0
2013,6,ricciardo,7,13,13,0
2013,6,hulkenberg,5,14,14,0
2013,6,vergne,5,15,15,0
2013,6,gutierrez,0,16,16,0
2013,6,bottas,0,17,17,0
2013,6,maldonado,0,18,18,0
2013,6,jules_bianchi,0,19,19,0
2013,6,pic,0,20,20,0
2013,6,chilton,0,21,21,0
2013,6,garde,0,22,22,0
2014,6,rosberg,122,1,1,2
2014,6,hamilton,118,2,2,4
2014,6,alonso,61,3,3,0
2014,6,ricciardo,54,4,4,0
2014,6,hulkenberg,47,5,5,0
2014,6,vettel,45,6,6,0
2014,6,bottas,34,7,7,0
2014,6,button,31,8,8,0
2014,6,kevin_magnussen,21,9,9,0
2014,6,perez,20,10,10,0
2014,6,massa,18,11,11,0
2014,6,raikkonen,17,12,12,0
2014,6,grosjean,8,13,13,0
2014,6,vergne,4,14,14,0
2014,6,kvyat,4,15,15,0
2014,6,jules_bianchi,2,16,16,0
2014,6,ericsson,0,17,17,0
2014,6,sutil,0,18,18,0
2014,6,gutierrez,0,19,19,0
2014,6,chilton,0,20,20,0
2014,6,kobayashi,0,21,21,0
2014,6,maldonado,0,22,22,0
2015,6,hamilton,126,1,1,3
2015,6,rosberg,116,2,2,2
2015,6,vettel,98,3,3,1
2015,6,raikkonen,60,4,4,0
2015,6,bottas,42,5,5,0
2015,6,massa,39,6,6,0
2015,6,ricciardo,35,7,7,0
2015,6,kvyat,17,8,8,0
2015,6,nasr,16,9,9,0
2015,6,grosjean,16,10,10,0
2015,6,perez,11,11,11,0
2015,6,sainz,9,12,12,0
2015,6,hulkenberg,6,13,13,0
2015,6,max_verstappen,6,14,14,0
2015,6,ericsson,5,15,15,0
2015,6,button,4,16,16,0
2015,6,alonso,0,17,17,0
2015,6,merhi,0,18,18,0
2015,6,stevens,0,19,19,0
2015,6,maldonado,0,20,20,0
2015,6,kevin_magnussen,0,21,21,0
2016,6,rosberg,106,1,1,4
2016,6,hamilton,82,2,2,1
2016,6,ricciardo,66,3,3,0
2016,6,raikkonen,61,4,4,0
2016,6,vettel,60,5,5,0
2016,6,max_verstappen,38,6,6,1
2016,6,massa,37,7,7,0
2016,6,bottas,29,8,8,0
2016,6,perez,23,9,9,0
2016,6,kvyat,22,10,10,0
2016,6,grosjean,22,11,11,0
2016,6,alonso,18,12,12,0
2016,6,sainz,16,13,13,0
2016,6,hulkenberg,14,14,14,0
2016,6,kevin_magnussen,6,15,15,0
2016,6,button,5,16,16,0
2016,6,vandoorne,1,17,17,0
2016,6,gutierrez,0,18,18,0
2016,6,jolyon_palmer,0,19,19,0
2016,6,ericsson,0,20,20,0
2016,6,wehrlein,0,21,21,0
2016,6,nasr,0,22,22,0
2016,6,haryanto,0,23,23,0
2017,6,vettel,129,1,1,3
2017,6,hamilton,104,2,2,2
2017,6,bottas,75,3,3,1
